Year,Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name,Common_Name,Percent_Cover,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
2001,10/22/01,Saline,Random,Planted,6,,6,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
2007,10/29/07,Saline,Transect,Natural,5,,5,,32.9,,,30.5,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead standing plant stems and unvegetated surface.; Snails present on dead veg.; Water Level is Below Marsh
2013,8/8/13,Saline,Transect,Natural,5,,5,,38.1,,,54.86,,Avicennia germinans (L.) L.,black mangrove,3,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; D. Wheat,No PW; sipper malfunction Water Level is 0.35 ft above marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2013,8/8/13,Saline,Transect,Natural,5,,5,,47.54,,,51.81,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; D. Wheat,No PW; sipper malfunction Water Level is 0.38 ft above marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,7/10/12,Saline,Transect,Natural,5,,5,,25.29,,,30.48,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene,Water Level is 0.35 ft above marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2010,6/9/10,Saline,Transect,Natural,5,,5,,51.14,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,E. Bourg; J. Dunn,95 % bare ground. Low percent cover thought to be related to brown marsh. Water Level is 0.5 ft above marsh. Unvegetated Surface is bare ground.
2001,10/22/01,Saline,Random,Planted,5,,5,,10,,,10,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,5,,5,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,5,,5,,120,,,120,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,5,,5,,105,,,105,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,5,,5,,120,,,120,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
2014,10/21/14,Saline,Random,Natural,5,5,,,41,,45,,,Avicennia germinans (L.) L.,black mangrove,5,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Planted,4,,4,,70,,,70,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,4,,4,,80,,,80,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2007,10/29/07,Saline,Transect,Natural,3,,3,,36.6,,,30.5,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead standing plant stems and unvegetated surface.; Snails present on dead veg.; Water Level is Below Marsh
2003,9/8/03,Saline,Transect,Planted,3,0,3,0,30,0,0,30,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,added new pole b/c old one was partially burried
2001,10/22/01,Saline,Random,Natural,3,,3,,100,,,100,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
1999,8/25/99,Saline,Random,Planted,3,,,,25,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),L. Aucoin; J. Young; C. Thibodeaux,
2016,9/8/16,Saline,Random,Natural,3,,3,,41.2,,,41.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 87%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2013,8/8/13,Saline,Transect,Natural,2,,2,,10.66,,,12.19,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; D. Wheat,No PW; sipper malfunction Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 98%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2004,12/8/04,Saline,Transect,Planted,2,,2,,30,,,30,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,dead Distichlis in plot
2004,12/8/04,Saline,Transect,Planted,2,,2,,20,,,20,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,a lot of dead veg in plot
2001,10/22/01,Saline,Random,Natural,2,,5,,120,60,,110,,Avicennia germinans (L.) L.,black mangrove,<1,In,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,4/19/01,Saline,Random,Planted,2,,2,,20,,,20,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
2001,10/22/01,Saline,Random,Natural,2,,2,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2012,8/3/12,Saline,Transect,Natural,1,,1,,32.97,,,21.33,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,on marsh edge Water Level is 1.8 ft above marsh. Open water is 94%. Bare ground is 5%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,7/10/12,Saline,Transect,Natural,1,,1,,25.9,,,30.48,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene,Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 99%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2001,4/19/01,Saline,Random,Natural,1,,1,,20,,,20,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,4/19/01,Saline,Random,Planted,1,,1,,20,,,20,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,10/22/01,Saline,Random,Planted,1,,1,,70,,,70,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,1,,1,,75,,,75,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,1,,1,,85,,,85,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
2001,10/22/01,Saline,Random,Natural,1,,,,75,75,,,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2016,9/9/16,Saline,Random,Natural,1,,1,,11.5,,,11.5,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 97%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,1,,1,,26,,,35,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Salicornia is mostly going into senescence in plot and out. Water Level is below marsh. Open water is 0%. Bare ground is 79%. Dead vegetation is 20%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Natural,0.5,,<1,,5,,,5,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,0.5,,<1,,20,,,20,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2012,8/3/12,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; A. Dufrene,plot is near marsh edge in open water Water Level is 2.3 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2013,8/8/13,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,P. Vining; A. Dufrene; B. Miller,land is about 6ft away Water Level is 1.5 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Located on nearest bank,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,25ft from nearest bank Water Level is 2.9 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Located on nearset land,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Site is located on chronically eroding island in Bay Tambour; Plot is entirely open water 3ft deep. Nearest land/veg is 15ft away. Water Level is 3 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Plot is open water; nearest marsh is about 6m away Water Level is 3.6 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Located on nearest bank,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,8ft from nearest bank Water Level is 2.4 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Plot is entirely open water 3ft deep. All vegetation located on nearest land -  15ft from plot; Water Level is 3 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Plot is 100% open water; nearest marsh 5m away Water Level is 3.48 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2013,8/8/13,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Miller; A. Dufrene; P. Vining,land is about 5ft away Water Level is 1.5 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,8/7/14,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; H. Bernard,too deep for pore water; Plot square floated away from plot pole just before pic.  Water Level is 2.3 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Located on nearest bank,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,10ft from nearest bank Water Level is 3.2 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2010,12/8/10,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,Water Level is below marsh. Unvegetated Surface is open water. Open water is 100%
2011,8/4/11,Saline,Transect,Natural,0,,0,,0,,,0,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; T. Nguyen,Marsh converted to open water for multiple veg seasons  Unvegetated Surface is open water. Open water is 100%
2012,8/3/12,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,plot is in open water off of eroded bank Water Level is 2.5 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Located on nearest bank,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,15ft from nearest bank Water Level is 3.9 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,7/10/12,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,Water Level is 0.32 ft above marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2011,8/4/11,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,30% brown vegetation cover/ no green S. alterniflora inside or outside of plot. Some green S. alterniflora approximately 50 ft. away at marsh's edge. Avg hgt(ft): 3.54; Stem hgts (ft): 3.54; 3.86; 3.12; 4.41; 3.60 Water Level is 0.1 ft above marsh. Unvegetated Surface is bare ground and dead vegetation.
2011,8/4/11,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,35% brown vegetation cover.   No green S. alterniflora inside or outside of plot. Some green S. alterniflora approximately 50 feet away. Avg hgt(ft): 3.00; Stem hgts(ft): 3.52; 3.48; 3.30; 3.42; 3.16. Water Level is 0.01 ft above marsh. Unvegetated Surface is bare ground and dead vegetation.
2016,9/2/16,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,"Plot is entirely open water, about 2ft deep. Nearest veg is Avicennia germinans about 3ft away. Water Level is 2.1 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 100%."
2015,7/8/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; A. Hingle; J.C. Mattingly, Water Level is 1.6 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,9/3/14,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J.S. Smith; A. Hafkesbring,Water Level is 2 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,7/8/15,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; A. Hingle; J.C. Mattingly, Water Level is 1.7 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,8/31/16,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; T.V. Nguyen; J.C. Mattingly,PVC missing; pole established.  Plot is in interior pond.  Nearest spartina alterniflora is 1 ft away. Water Level is 1.99 ft above marsh. Open water is 100%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Plot in small inland pond Water Level is 0.85 ft above marsh. Open water is 90%. Bare ground is 10%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2004,12/10/04,Saline,Transect,Planted,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,scattered clumps of S. alterniflora surrounding plot; clumps appear to be spreading; plot contains bare sand
2001,10/22/01,Saline,Random,Planted,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,4/19/01,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,10/22/01,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,9/18/01,Saline,Random,Planted,0,,0,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; K. Gray,
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/9/16,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/8/16,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot on Wet Algae Mat. Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Natural,0,,,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 100%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
